[0712/152533:ERROR:process_info.cc(608)] range at 0xff308000, size 0x230 fully unreadable
[0721/194205:ERROR:process_info.cc(608)] range at 0xfe66f000, size 0xf84 fully unreadable
[0721/194205:ERROR:process_info.cc(608)] range at 0xfe66c000, size 0xf84 fully unreadable
[0721/194205:ERROR:process_info.cc(608)] range at 0xfe669000, size 0xf84 fully unreadable
[0721/194205:ERROR:process_info.cc(608)] range at 0xfe666000, size 0xf84 fully unreadable
[0721/194205:ERROR:process_info.cc(608)] range at 0xfe53f000, size 0xf84 fully unreadable
[0721/194205:ERROR:process_info.cc(608)] range at 0xfe53c000, size 0xf84 fully unreadable
[0721/194205:ERROR:process_info.cc(608)] range at 0xfe539000, size 0xf84 fully unreadable
[0721/194225:ERROR:process_info.cc(608)] range at 0xff04d000, size 0x230 fully unreadable
[0721/194225:ERROR:process_info.cc(608)] range at 0xff04a000, size 0xf84 fully unreadable
[0721/194225:ERROR:process_info.cc(608)] range at 0xff01f000, size 0xf84 fully unreadable
[0721/194225:ERROR:process_info.cc(608)] range at 0xff01c000, size 0xf84 fully unreadable
[0721/194225:ERROR:process_info.cc(608)] range at 0xff019000, size 0xf84 fully unreadable
[0721/194225:ERROR:process_info.cc(608)] range at 0xff016000, size 0xf84 fully unreadable
[0721/194225:ERROR:process_info.cc(608)] range at 0xfeeef000, size 0xf84 fully unreadable
[0721/194225:ERROR:process_info.cc(608)] range at 0xfeeec000, size 0xf84 fully unreadable
[0721/194225:ERROR:process_info.cc(608)] range at 0xfeee9000, size 0xf84 fully unreadable
[0721/194225:ERROR:process_info.cc(608)] range at 0xfeee6000, size 0xf84 fully unreadable
[0721/194322:ERROR:process_info.cc(608)] range at 0xff729000, size 0x230 fully unreadable
[0721/194322:ERROR:process_info.cc(608)] range at 0xff72f000, size 0xf84 fully unreadable
[0721/194322:ERROR:process_info.cc(608)] range at 0xff6ff000, size 0xf84 fully unreadable
[0721/194322:ERROR:process_info.cc(608)] range at 0xff6fc000, size 0xf84 fully unreadable
[0721/194322:ERROR:process_info.cc(608)] range at 0xff6f9000, size 0xf84 fully unreadable
[0721/194322:ERROR:process_info.cc(608)] range at 0xff6f6000, size 0xf84 fully unreadable
[0721/194322:ERROR:process_info.cc(608)] range at 0xff5cf000, size 0xf84 fully unreadable
[0721/194322:ERROR:process_info.cc(608)] range at 0xff5cc000, size 0xf84 fully unreadable
[0721/194322:ERROR:process_info.cc(608)] range at 0xff5c9000, size 0xf84 fully unreadable
[0721/194322:ERROR:process_info.cc(608)] range at 0xff5c6000, size 0xf84 fully unreadable
[0721/194359:ERROR:process_info.cc(608)] range at 0xfef6e000, size 0x230 fully unreadable
[0721/194359:ERROR:process_info.cc(608)] range at 0xfef6b000, size 0xf84 fully unreadable
[0721/194359:ERROR:process_info.cc(608)] range at 0xfef65000, size 0xf84 fully unreadable
[0721/194359:ERROR:process_info.cc(608)] range at 0xfef3f000, size 0xf84 fully unreadable
[0721/194359:ERROR:process_info.cc(608)] range at 0xfef3c000, size 0xf84 fully unreadable
[0721/194359:ERROR:process_info.cc(608)] range at 0xfef39000, size 0xf84 fully unreadable
[0721/194359:ERROR:process_info.cc(608)] range at 0xfef36000, size 0xf84 fully unreadable
[0721/194359:ERROR:process_info.cc(608)] range at 0xfee0f000, size 0xf84 fully unreadable
[0721/194359:ERROR:process_info.cc(608)] range at 0xfee0c000, size 0xf84 fully unreadable
[0721/194359:ERROR:process_info.cc(608)] range at 0xfee09000, size 0xf84 fully unreadable
[0721/194448:ERROR:process_info.cc(608)] range at 0xfeb9a000, size 0x230 fully unreadable
[0721/194448:ERROR:process_info.cc(608)] range at 0xfeb9e000, size 0xf84 fully unreadable
[0721/194448:ERROR:process_info.cc(608)] range at 0xfeb96000, size 0xf84 fully unreadable
[0721/194448:ERROR:process_info.cc(608)] range at 0xfeb6f000, size 0xf84 fully unreadable
[0721/194448:ERROR:process_info.cc(608)] range at 0xfeb6c000, size 0xf84 fully unreadable
[0721/194448:ERROR:process_info.cc(608)] range at 0xfeb69000, size 0xf84 fully unreadable
[0721/194448:ERROR:process_info.cc(608)] range at 0xfeb66000, size 0xf84 fully unreadable
[0721/194448:ERROR:process_info.cc(608)] range at 0xfea3f000, size 0xf84 fully unreadable
[0721/194448:ERROR:process_info.cc(608)] range at 0xfea3c000, size 0xf84 fully unreadable
[0721/194448:ERROR:process_info.cc(608)] range at 0xfea39000, size 0xf84 fully unreadable
[0721/194528:ERROR:process_info.cc(608)] range at 0xfe50d000, size 0x230 fully unreadable
[0721/194528:ERROR:process_info.cc(608)] range at 0xfe50c000, size 0xf84 fully unreadable
[0721/194528:ERROR:process_info.cc(608)] range at 0xfe4df000, size 0xf84 fully unreadable
[0721/194528:ERROR:process_info.cc(608)] range at 0xfe4dc000, size 0xf84 fully unreadable
[0721/194528:ERROR:process_info.cc(608)] range at 0xfe4d9000, size 0xf84 fully unreadable
[0721/194528:ERROR:process_info.cc(608)] range at 0xfe4d6000, size 0xf84 fully unreadable
[0721/194528:ERROR:process_info.cc(608)] range at 0xfe3af000, size 0xf84 fully unreadable
[0721/194528:ERROR:process_info.cc(608)] range at 0xfe3ac000, size 0xf84 fully unreadable
[0721/194528:ERROR:process_info.cc(608)] range at 0xfe3a9000, size 0xf84 fully unreadable
[0721/194528:ERROR:process_info.cc(608)] range at 0xfe3a6000, size 0xf84 fully unreadable
[0721/194834:ERROR:process_info.cc(608)] range at 0xfed6f000, size 0x230 fully unreadable
[0721/194834:ERROR:process_info.cc(608)] range at 0xfed6e000, size 0xf84 fully unreadable
[0721/194834:ERROR:process_info.cc(608)] range at 0xfed65000, size 0xf84 fully unreadable
[0721/194834:ERROR:process_info.cc(608)] range at 0xfed3f000, size 0xf84 fully unreadable
[0721/194834:ERROR:process_info.cc(608)] range at 0xfed3c000, size 0xf84 fully unreadable
[0721/194834:ERROR:process_info.cc(608)] range at 0xfed39000, size 0xf84 fully unreadable
[0721/194834:ERROR:process_info.cc(608)] range at 0xfed36000, size 0xf84 fully unreadable
[0721/194834:ERROR:process_info.cc(608)] range at 0xfec0f000, size 0xf84 fully unreadable
[0721/194834:ERROR:process_info.cc(608)] range at 0xfec0c000, size 0xf84 fully unreadable
[0721/194834:ERROR:process_info.cc(608)] range at 0xfec09000, size 0xf84 fully unreadable
[0721/195718:ERROR:process_info.cc(608)] range at 0xff703000, size 0x230 fully unreadable
[0721/195718:ERROR:process_info.cc(608)] range at 0xff70f000, size 0xf84 fully unreadable
[0721/195718:ERROR:process_info.cc(608)] range at 0xff707000, size 0xf84 fully unreadable
[0721/195718:ERROR:process_info.cc(608)] range at 0xff6df000, size 0xf84 fully unreadable
[0721/195718:ERROR:process_info.cc(608)] range at 0xff6dc000, size 0xf84 fully unreadable
[0721/195718:ERROR:process_info.cc(608)] range at 0xff6d9000, size 0xf84 fully unreadable
[0721/195718:ERROR:process_info.cc(608)] range at 0xff6d6000, size 0xf84 fully unreadable
[0721/195718:ERROR:process_info.cc(608)] range at 0xff5af000, size 0xf84 fully unreadable
[0721/195718:ERROR:process_info.cc(608)] range at 0xff5ac000, size 0xf84 fully unreadable
[0722/111334:ERROR:process_info.cc(608)] range at 0xff153000, size 0x230 fully unreadable
[0722/111334:ERROR:process_info.cc(608)] range at 0xff15f000, size 0xf84 fully unreadable
[0722/111334:ERROR:process_info.cc(608)] range at 0xff157000, size 0xf84 fully unreadable
[0722/111334:ERROR:process_info.cc(608)] range at 0xff12f000, size 0xf84 fully unreadable
[0722/111334:ERROR:process_info.cc(608)] range at 0xff12c000, size 0xf84 fully unreadable
[0722/111334:ERROR:process_info.cc(608)] range at 0xff129000, size 0xf84 fully unreadable
[0722/111334:ERROR:process_info.cc(608)] range at 0xff126000, size 0xf84 fully unreadable
[0722/111334:ERROR:process_info.cc(608)] range at 0xfefff000, size 0xf84 fully unreadable
[0722/111334:ERROR:process_info.cc(608)] range at 0xfeffc000, size 0xf84 fully unreadable
[0722/111334:ERROR:process_info.cc(608)] range at 0xfeff9000, size 0xf84 fully unreadable
[0722/111401:ERROR:process_info.cc(608)] range at 0xfee5c000, size 0x230 fully unreadable
[0722/111401:ERROR:process_info.cc(608)] range at 0xfee5f000, size 0xf84 fully unreadable
[0722/111401:ERROR:process_info.cc(608)] range at 0xfee58000, size 0xf84 fully unreadable
[0722/111401:ERROR:process_info.cc(608)] range at 0xfee2f000, size 0xf84 fully unreadable
[0722/111401:ERROR:process_info.cc(608)] range at 0xfee2c000, size 0xf84 fully unreadable
[0722/111401:ERROR:process_info.cc(608)] range at 0xfee29000, size 0xf84 fully unreadable
[0722/111401:ERROR:process_info.cc(608)] range at 0xfee26000, size 0xf84 fully unreadable
[0722/111401:ERROR:process_info.cc(608)] range at 0xfecff000, size 0xf84 fully unreadable
[0722/111401:ERROR:process_info.cc(608)] range at 0xfecfc000, size 0xf84 fully unreadable
[0722/111401:ERROR:process_info.cc(608)] range at 0xfecf9000, size 0xf84 fully unreadable
[0722/121759:ERROR:process_info.cc(608)] range at 0xff6ad000, size 0x230 fully unreadable
[0722/121759:ERROR:process_info.cc(608)] range at 0xff6ac000, size 0xf84 fully unreadable
[0722/121759:ERROR:process_info.cc(608)] range at 0xff67f000, size 0xf84 fully unreadable
[0722/121759:ERROR:process_info.cc(608)] range at 0xff67c000, size 0xf84 fully unreadable
[0722/121759:ERROR:process_info.cc(608)] range at 0xff679000, size 0xf84 fully unreadable
[0722/121759:ERROR:process_info.cc(608)] range at 0xff676000, size 0xf84 fully unreadable
[0722/121759:ERROR:process_info.cc(608)] range at 0xff54f000, size 0xf84 fully unreadable
[0722/121759:ERROR:process_info.cc(608)] range at 0xff54c000, size 0xf84 fully unreadable
[0722/121759:ERROR:process_info.cc(608)] range at 0xff549000, size 0xf84 fully unreadable
[0725/144855:ERROR:process_info.cc(608)] range at 0xff653000, size 0x230 fully unreadable
[0725/144855:ERROR:process_info.cc(608)] range at 0xff65f000, size 0xf84 fully unreadable
[0725/144855:ERROR:process_info.cc(608)] range at 0xff659000, size 0xf84 fully unreadable
[0725/144855:ERROR:process_info.cc(608)] range at 0xff62f000, size 0xf84 fully unreadable
[0725/144855:ERROR:process_info.cc(608)] range at 0xff62c000, size 0xf84 fully unreadable
[0725/144855:ERROR:process_info.cc(608)] range at 0xff629000, size 0xf84 fully unreadable
[0725/144855:ERROR:process_info.cc(608)] range at 0xff626000, size 0xf84 fully unreadable
[0725/144855:ERROR:process_info.cc(608)] range at 0xff4ff000, size 0xf84 fully unreadable
[0725/144855:ERROR:process_info.cc(608)] range at 0xff4fc000, size 0xf84 fully unreadable
[0726/121001:ERROR:process_info.cc(608)] range at 0xff8de000, size 0x230 fully unreadable
[0726/121001:ERROR:process_info.cc(608)] range at 0xff8da000, size 0xf84 fully unreadable
[0726/121001:ERROR:process_info.cc(608)] range at 0xff8af000, size 0xf84 fully unreadable
[0726/121001:ERROR:process_info.cc(608)] range at 0xff8ac000, size 0xf84 fully unreadable
[0726/121001:ERROR:process_info.cc(608)] range at 0xff8a9000, size 0xf84 fully unreadable
[0726/121001:ERROR:process_info.cc(608)] range at 0xff8a6000, size 0xf84 fully unreadable
[0726/121001:ERROR:process_info.cc(608)] range at 0xff77f000, size 0xf84 fully unreadable
[0726/121001:ERROR:process_info.cc(608)] range at 0xff77c000, size 0xf84 fully unreadable
[0726/121001:ERROR:process_info.cc(608)] range at 0xff779000, size 0xf84 fully unreadable
[0726/180058:ERROR:process_info.cc(608)] range at 0xfec3c000, size 0x230 fully unreadable
[0726/180112:ERROR:process_reader_win.cc(172)] ResumeThread: The operation completed successfully. (0x0)
[0726/180112:ERROR:process_reader_win.cc(113)] NtOpenThread: An invalid Client ID was specified.  (0xc000000b)
[0726/180113:ERROR:process_reader_win.cc(113)] NtOpenThread: An invalid Client ID was specified.  (0xc000000b)
[0726/180113:ERROR:process_reader_win.cc(113)] NtOpenThread: An invalid Client ID was specified.  (0xc000000b)
[0726/180113:ERROR:process_reader_win.cc(113)] NtOpenThread: An invalid Client ID was specified.  (0xc000000b)
[0726/180113:ERROR:process_reader_win.cc(113)] NtOpenThread: An invalid Client ID was specified.  (0xc000000b)
[0726/180113:ERROR:process_reader_win.cc(113)] NtOpenThread: An invalid Client ID was specified.  (0xc000000b)
[0726/180113:ERROR:process_info.cc(608)] range at 0xfec3f000, size 0xf84 fully unreadable
[0726/180113:ERROR:process_reader_win.cc(232)] ReadMemory at 0xea0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0726/180113:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
[0726/180113:ERROR:process_reader_win.cc(232)] ReadMemory at 0x77650000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0726/180113:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\ntdll.dll
[0726/180113:ERROR:process_reader_win.cc(232)] ReadMemory at 0x758a0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0726/180113:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\KERNELBASE.dll
[0726/180113:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75ae0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0726/180113:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\KERNEL32.DLL
[0726/180113:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75690000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0726/180113:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\msvcrt.dll
[0726/180113:ERROR:process_reader_win.cc(232)] ReadMemory at 0x74ff0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0726/180113:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\bcryptPrimitives.dll
[0726/180113:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75050000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0726/180113:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\CRYPTBASE.dll
[0726/180113:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75060000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0726/180113:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\SspiCli.dll
[0726/180113:ERROR:process_reader_win.cc(232)] ReadMemory at 0x76020000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0726/180113:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\RPCRT4.dll
[0726/180113:ERROR:process_reader_win.cc(232)] ReadMemory at 0x750b0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0726/180113:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\sechost.dll
[0726/180113:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75a60000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0726/180113:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\ADVAPI32.dll
[0726/180113:ERROR:process_reader_win.cc(232)] ReadMemory at 0x6ff30000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0726/180113:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\Program Files (x86)\Google\Chrome\Application\51.0.2704.103\chrome_elf.dll
[0726/180113:ERROR:process_reader_win.cc(232)] ReadMemory at 0x74d10000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0726/180113:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\VERSION.dll
[0726/180113:ERROR:process_reader_win.cc(232)] ReadMemory at 0x750f0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0726/180113:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\cfgmgr32.dll
[0726/180113:ERROR:process_reader_win.cc(232)] ReadMemory at 0x70e60000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0726/180113:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\DEVOBJ.dll
[0726/180113:ERROR:process_reader_win.cc(232)] ReadMemory at 0x70280000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0726/180113:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WINMMBASE.dll
[0726/180113:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75c20000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0726/180113:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\GDI32.dll
[0726/180113:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75130000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
